
12738|5 in 1 Tetris|Mortal Kombat Hackers Group|1995|Game: Puzzle|/pub/sinclair/trdos/games/123/5In1Tetris.trd.zip|11
11460|5 in a Row|Hill MacGibbon|1986|Game: Board|/pub/sinclair/games/123/5InARow.tzx.zip|8
40|7 Card Stud|Martech Games Ltd|1986|Casual Game: Card|/pub/sinclair/games/123/7CardStud.tap.zip|8
41|720 Degrees|U.S. Gold Ltd|1987|Arcade Game: Action|/pub/sinclair/games/123/720Degrees.tzx.zip|8
41|720 Degrees|U.S. Gold Ltd|1987|Arcade Game: Action|/pub/sinclair/games/123/720Degrees(Kixx).tzx.zip|8
41|720 Degrees|U.S. Gold Ltd|1987|Arcade Game: Action|/pub/sinclair/games/123/720Degrees(ErbeSoftwareS.A.).tzx.zip|8
41|720 Degrees|U.S. Gold Ltd|1987|Arcade Game: Action|/pub/sinclair/games/123/720Degrees.tap.zip|8
43|747 Flight Simulator|D.A.C.C. Ltd|1984|Game: Flight Simulator|/pub/sinclair/games/123/747FlightSimulator.tzx.zip|8
43|747 Flight Simulator|D.A.C.C. Ltd|1984|Game: Flight Simulator|/pub/sinclair/games/123/747FlightSimulator.tap.zip|8
13208|8 Letter Anagrams|Ian J. Rogers|1987|Game: Puzzle|/pub/sinclair/games/123/8LetterAnagrams.tzx.zip|8
12740|80'Puzzles|Flash Inc|1998|Game: Puzzle|/pub/sinclair/trdos/games/123/80Puzzles(demo2).trd.zip|11
12740|80'Puzzles|Flash Inc|1998|Game: Puzzle|/pub/sinclair/trdos/games/123/80Puzzles(demo1).trd.zip|11
44|911 TS|Elite Systems Ltd|1985|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/911TS(ABCSoft).tap.zip|8
44|911 TS|Elite Systems Ltd|1985|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/911TS.tap.zip|8
44|911 TS|Elite Systems Ltd|1985|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/911TS.tzx.zip|8
10544|A Bulgarian Requiem|Adban de Corcy|2000|Arcade Game: Platform|/pub/sinclair/games/b/BulgarianRequiemA.tzx.zip|8
10544|A Bulgarian Requiem|Adban de Corcy|2000|Arcade Game: Platform|/pub/sinclair/games/b/BulgarianRequiemA.z80.zip|10
27026|A Chance in Hell|Steven Flanagan|2011|Arcade Game: Adventure|/pub/sinclair/games/c/ChanceInHellA(standard).dsk.zip|11
27026|A Chance in Hell|Steven Flanagan|2011|Arcade Game: Adventure|/pub/sinclair/games/c/ChanceInHellA(extreme).dsk.zip|11
27236|A Cracking Day Out - Starring EggHead|Cronosoft [UK]||Arcade Game: Adventure|/pub/sinclair/games/c/CrackingDayOut-StarringEggHeadA.tap.zip|8
16629|A Day at the Races|Sinclair User|1984|Casual Game: Gambling|/pub/sinclair/games/d/DayAtTheRacesA(StevenDrummond).tap.zip|8
16629|A Day at the Races|Sinclair User|1984|Casual Game: Gambling|/pub/sinclair/games/d/DayAtTheRacesA.tzx.zip|8
1271|A Day in the Life|Micromega|1985|Arcade Game: Action|/pub/sinclair/games/d/DayInTheLifeA.tzx.zip|8
1271|A Day in the Life|Micromega|1985|Arcade Game: Action|/pub/sinclair/games/d/DayInTheLifeA(Dixons).tzx.zip|8
1271|A Day in the Life|Micromega|1985|Arcade Game: Action|/pub/sinclair/games/d/DayInTheLifeA.tap.zip|8
1273|A Day in the Life of Arnold|Hippo Enterprises|1990|Arcade Game: Action|/pub/sinclair/games/d/DayInTheLifeOfArnoldA.z80.zip|10
3427|A Nightmare on Robinson Street|Your Sinclair|1990|Arcade Game: Shoot-em-up|/pub/sinclair/games/n/NightmareOnRobinsonStreetA.tap.zip|8
3427|A Nightmare on Robinson Street|Your Sinclair|1990|Arcade Game: Shoot-em-up|/pub/sinclair/games/n/NightmareOnRobinsonStreetA.tzx.zip|8
3976|A Question of Scruples|Leisure Genius|1987|Game: Board|/pub/sinclair/games/q/QuestionOfScruplesA48.tzx.zip|8
3976|A Question of Scruples|Leisure Genius|1987|Game: Board|/pub/sinclair/games/q/QuestionOfScruplesA128.tzx.zip|8
3976|A Question of Scruples|Leisure Genius|1987|Game: Board|/pub/sinclair/games/q/QuestionOfScruplesA.z80.zip|10
3976|A Question of Scruples|Leisure Genius|1987|Game: Board|/pub/sinclair/games/q/QuestionOfScruplesA.dsk.zip|11
3978|A Question of Sport|Elite Systems Ltd|1989|Casual Game: Quiz|/pub/sinclair/games/q/QuestionOfSportA.tzx.zip|8
3978|A Question of Sport|Elite Systems Ltd|1989|Casual Game: Quiz|/pub/sinclair/games/q/QuestionOfSportA(Encore).tzx.zip|8
3978|A Question of Sport|Elite Systems Ltd|1989|Casual Game: Quiz|/pub/sinclair/games/q/QuestionOfSportA.tap.zip|8
3978|A Question of Sport|Elite Systems Ltd|1989|Casual Game: Quiz|/pub/sinclair/games/q/QuestionOfSportA.dsk.zip|11
10934|A Stroll in the Bleak Forest|Zenobi Software|1989|Arcade Game: Adventure|/pub/sinclair/games/s/StrollInTheBleakForestA.tzx.zip|8
5412|A Trick of the Tale|Central Solutions|1986|Arcade Game: Platform|/pub/sinclair/games/t/TrickOfTheTaleA.tap.zip|8
5412|A Trick of the Tale|Central Solutions|1986|Arcade Game: Platform|/pub/sinclair/games/t/TrickOfTheTaleA.tzx.zip|8
9|A View to a Kill - The Computer Game|Domark Ltd|1985|Arcade Game: Action|/pub/sinclair/games/v/ViewToAKill-TheComputerGameA.tzx.zip|8
9|A View to a Kill - The Computer Game|Domark Ltd|1985|Arcade Game: Action|/pub/sinclair/games/v/ViewToAKill-TheComputerGameA(Bug-ByteSoftwareLtd).tzx.zip|8
9|A View to a Kill - The Computer Game|Domark Ltd|1985|Arcade Game: Action|/pub/sinclair/games/v/ViewToAKill-TheComputerGameA.tap.zip|8
5678|A Whole New Ball Game|Crash|1989|Game: Puzzle|/pub/sinclair/games/w/WholeNewBallGameA.tap.zip|8
10434|A-Maze|K'Soft Ltd|1986|Arcade Game: Maze|/pub/sinclair/games/a/A-Maze.tzx.zip|8
19059|A.I. Tic Tac Toe|Marcello Zaniboni|2005|Game: Board|/pub/sinclair/games/a/A.I.TicTacToeV1.0.tzx.zip|8
27952|A.R.C.O.S.|Kabuto Factory|2012|Arcade Game: Action|/pub/sinclair/games/a/A.R.C.O.S..tzx.zip|8
10441|A.T.A.C.|Gadtek Games|1987|Arcade Game: Shoot-em-up|/pub/sinclair/games/a/A.T.A.C._2.tzx.zip|8
10441|A.T.A.C.|Gadtek Games|1987|Arcade Game: Shoot-em-up|/pub/sinclair/games/a/A.T.A.C..tzx.zip|8
319|A.T.R.A.M|Websters Software|1984|Game: Board|/pub/sinclair/games/a/A.T.R.A.M.tap.zip|8
319|A.T.R.A.M|Websters Software|1984|Game: Board|/pub/sinclair/games/a/A.T.R.A.M.tzx.zip|8
56|ACE|Cascade Games Ltd|1986|Game: Flight Simulator|/pub/sinclair/games/a/ACE(MCMSoftwareS.A.).tzx.zip|8
56|ACE|Cascade Games Ltd|1986|Game: Flight Simulator|/pub/sinclair/games/a/ACE.tzx.zip|8
56|ACE|Cascade Games Ltd|1986|Game: Flight Simulator|/pub/sinclair/games/a/ACE(Gamebusters).tzx.zip|8
56|ACE|Cascade Games Ltd|1986|Game: Flight Simulator|/pub/sinclair/games/a/ACE(ZCobra).tzx.zip|8
56|ACE|Cascade Games Ltd|1986|Game: Flight Simulator|/pub/sinclair/games/a/ACE_2.tap.zip|8
56|ACE|Cascade Games Ltd|1986|Game: Flight Simulator|/pub/sinclair/games/a/ACE(Encore).tzx.zip|8
56|ACE|Cascade Games Ltd|1986|Game: Flight Simulator|/pub/sinclair/games/a/ACE.tap.zip|8
56|ACE|Cascade Games Ltd|1986|Game: Flight Simulator|/pub/sinclair/games/a/ACE(different)(Gamebusters).tzx.zip|8
61|ACE 2088|Cascade Games Ltd|1989|Arcade Game: Shoot-em-up|/pub/sinclair/games/a/ACE2088.tzx.zip|8
61|ACE 2088|Cascade Games Ltd|1989|Arcade Game: Shoot-em-up|/pub/sinclair/games/a/ACE2088(SummitSoftware1).tzx.zip|8
